Id,Text,Query,Label,LabelStr
1374505388897304580,,guns should be banned,2,NEUTRAL
1374115751993487370,,guns should be banned,1,FAVOR
1374116879694970882,,guns should be banned,2,NEUTRAL
1374120199247572994,,guns should be banned,0,AGAINST
1374146450003726347,,guns should be banned,1,FAVOR
1377703011313672195,,guns should be banned,1,FAVOR
1375150922142150659,,guns should be banned,1,FAVOR
1375130034445357062,,guns should be banned,0,AGAINST
1379628407634337794,,guns should be banned,2,NEUTRAL
1374140581958533122,,guns should be banned,0,AGAINST
1374499326056009740,,guns should be banned,1,FAVOR
1375196001321947136,,guns should be banned,2,NEUTRAL
1374501547455909909,,guns should be banned,1,FAVOR
1374842029868339203,,guns should be banned,0,AGAINST
1374127734696210433,,guns should be banned,0,AGAINST
1374482861835706376,,guns should be banned,1,FAVOR
1374846856308649992,,guns should be banned,2,NEUTRAL
1374494869633179654,,guns should be banned,2,NEUTRAL
1375191485583347720,,guns should be banned,1,FAVOR
1382097885265760259,,guns should be banned,2,NEUTRAL
1375071271894024199,,guns should be banned,2,NEUTRAL
1374116562181951499,,guns should be banned,1,FAVOR
1385249087797096451,,guns should be banned,2,NEUTRAL
1374840680527323146,,guns should be banned,0,AGAINST
1374865732714995712,,guns should be banned,2,NEUTRAL
1383849301357465604,,guns should be banned,1,FAVOR
1374844090307776519,,guns should be banned,1,FAVOR
1374508182848958464,,guns should be banned,0,AGAINST
1375493508270747648,,guns should be banned,1,FAVOR
1376707583109648389,,guns should be banned,1,FAVOR
1374815663613734917,,guns should be banned,0,AGAINST
1380887327589928964,,guns should be banned,0,AGAINST
1376608648055685124,,guns should be banned,1,FAVOR
1374482745804554240,,guns should be banned,2,NEUTRAL
1376357842194624516,,guns should be banned,0,AGAINST
1374835497432911879,,guns should be banned,2,NEUTRAL
1383032450268475399,,guns should be banned,2,NEUTRAL
1376257685251850243,,guns should be banned,2,NEUTRAL
1380210417549541380,,guns should be banned,0,AGAINST
1375184389055733763,,guns should be banned,2,NEUTRAL
1377344132797005826,,guns should be banned,1,FAVOR
1375076447887503362,,guns should be banned,2,NEUTRAL
1376518091421667330,,guns should be banned,2,NEUTRAL
1376310757655257090,,guns should be banned,2,NEUTRAL
1383876573808320526,,guns should be banned,2,NEUTRAL
1380816627390906375,,guns should be banned,1,FAVOR
1377380177928286208,,guns should be banned,2,NEUTRAL
1374126261593726976,,guns should be banned,1,FAVOR
1374796065602478095,,guns should be banned,1,FAVOR
1375221921906835456,,guns should be banned,0,AGAINST
1384547664050675713,,guns should be banned,2,NEUTRAL
1376296359775535105,,guns should be banned,1,FAVOR
1374140700095254531,,guns should be banned,0,AGAINST
1376272422614097920,,guns should be banned,0,AGAINST
1375618519547568131,,guns should be banned,1,FAVOR
1374482913933152257,,guns should be banned,2,NEUTRAL
1387052806520152067,,guns should be banned,0,AGAINST
1383097410260328448,,guns should be banned,1,FAVOR
1374786944941617155,,guns should be banned,2,NEUTRAL
1374131801132650496,,guns should be banned,2,NEUTRAL
1380554818905800708,,guns should be banned,1,FAVOR
1374800938460921859,,guns should be banned,1,FAVOR
1376451869795553280,,guns should be banned,2,NEUTRAL
1374798769728917513,,guns should be banned,1,FAVOR
1374798296846241792,,guns should be banned,0,AGAINST
1387812233623703552,,guns should be banned,1,FAVOR
1375138856643747841,,guns should be banned,1,FAVOR
1383821938439507968,,guns should be banned,0,AGAINST
1374787319593508864,,guns should be banned,1,FAVOR
1375193206703284226,,guns should be banned,1,FAVOR
1374122787418292225,,guns should be banned,2,NEUTRAL
1378050709036310531,,guns should be banned,0,AGAINST
1374507528889856000,,guns should be banned,1,FAVOR
1380545024723722241,,guns should be banned,1,FAVOR
1383161524303261700,,guns should be banned,1,FAVOR
1374480541324484612,,guns should be banned,1,FAVOR
1374136858817527816,,guns should be banned,2,NEUTRAL
1375857154461106176,,guns should be banned,2,NEUTRAL
1375123543294423041,,guns should be banned,2,NEUTRAL
1374502755751010307,,guns should be banned,2,NEUTRAL
1378312014448238595,,guns should be banned,0,AGAINST
1376309001072340993,,guns should be banned,1,FAVOR
1375150410898489350,,guns should be banned,2,NEUTRAL
1374144081111187458,,guns should be banned,0,AGAINST
1374791995982540801,,guns should be banned,0,AGAINST
1387879927941320704,,guns should be banned,2,NEUTRAL
1376730011856605185,,guns should be banned,2,NEUTRAL
1376327958806298631,,guns should be banned,1,FAVOR
1374495873883774976,,guns should be banned,2,NEUTRAL
1374499016617074692,,guns should be banned,0,AGAINST
1374129327265218563,,guns should be banned,0,AGAINST
1379910622662569985,,guns should be banned,2,NEUTRAL
1383412324103454723,,guns should be banned,2,NEUTRAL
1376617675879804931,,guns should be banned,2,NEUTRAL
1374846101946310663,,guns should be banned,0,AGAINST
1374131660250353674,,guns should be banned,1,FAVOR
1374785935020277760,,guns should be banned,0,AGAINST
1374505658217734144,,guns should be banned,1,FAVOR
1375346746985832450,,guns should be banned,2,NEUTRAL
1374800536982097923,,guns should be banned,1,FAVOR
1375563446545231879,,guns should be banned,2,NEUTRAL
1374833710151966730,,guns should be banned,2,NEUTRAL
1374484231737413637,,guns should be banned,2,NEUTRAL
1377615499597656064,,guns should be banned,1,FAVOR
1374500033408634883,,guns should be banned,2,NEUTRAL
1377888368780922882,,guns should be banned,1,FAVOR
