Id,Text,Query,Label,LabelStr
1544752492902113280,,guns should be banned,2,NONE
1544091773336571904,,guns should be banned,2,NONE
1545529217600946183,,guns should be banned,2,NONE
1544089218330333186,,guns should be banned,2,NONE
1550527704243609600,,guns should be banned,2,NONE
1547071767553814529,,guns should be banned,2,NONE
1553046359409922050,,guns should be banned,2,NONE
1545777168248057856,,guns should be banned,2,NONE
1553472006372265984,,guns should be banned,2,NONE
1544092189592109056,,guns should be banned,2,NONE
1544439170185105408,,guns should be banned,2,NONE
1544092129668079618,,guns should be banned,2,NONE
1547895677069340672,,guns should be banned,2,NONE
1545035268566179840,,guns should be banned,2,NONE
1545025394788765696,,guns should be banned,2,NONE
1544090547081678848,,guns should be banned,2,NONE
1544444940788301824,,guns should be banned,2,NONE
1544807254162956288,,guns should be banned,2,NONE
1548909162372939776,,guns should be banned,2,NONE
1545027571489951746,,guns should be banned,2,NONE
1549010189453561856,,guns should be banned,2,NONE
1544102535153295362,,guns should be banned,2,NONE
1544452359761170433,,guns should be banned,2,NONE
1544452558726602753,,guns should be banned,2,NONE
1544745199708082177,,guns should be banned,2,NONE
1544458824937082880,,guns should be banned,2,NONE
1545825998993768448,,guns should be banned,2,NONE
1544100322481737729,,guns should be banned,2,NONE
1544098621406281731,,guns should be banned,2,NONE
1545717174471360512,,guns should be banned,2,NONE
1544796609774604289,,guns should be banned,2,NONE
1545543905546043396,,guns should be banned,2,NONE
1545804425230290945,,guns should be banned,2,NONE
1544774663301218309,,guns should be banned,2,NONE
1544098751983370242,,guns should be banned,2,NONE
1544105094144094209,,guns should be banned,2,NONE
1556720695320666112,,guns should be banned,2,NONE
1548167624491560960,,guns should be banned,2,NONE
1544450853775593475,,guns should be banned,2,NONE
1545281171331993600,,guns should be banned,2,NONE
1550258446758445057,,guns should be banned,2,NONE
1553231002541051904,,guns should be banned,2,NONE
1544803920924626944,,guns should be banned,2,NONE
1552485275204550656,,guns should be banned,2,NONE
1544107927124037639,,guns should be banned,2,NONE
1544108371506348034,,guns should be banned,2,NONE
1546952854262484993,,guns should be banned,2,NONE
1544434814807261184,,guns should be banned,2,NONE
1544759382357024769,,guns should be banned,2,NONE
1545074936229892096,,guns should be banned,2,NONE
1544434237058830340,,guns should be banned,2,NONE
1547624663974432771,,guns should be banned,2,NONE
1551261073407369216,,guns should be banned,2,NONE
1545115097844137986,,guns should be banned,2,NONE
1544093730352807941,,guns should be banned,2,NONE
1544097045987971072,,guns should be banned,2,NONE
1544089105994489858,,guns should be banned,2,NONE
1546495309328564225,,guns should be banned,2,NONE
1545522460795305986,,guns should be banned,2,NONE
1544780478120706050,,guns should be banned,2,NONE
1544096255336407040,,guns should be banned,2,NONE
1545422608992174081,,guns should be banned,2,NONE
1545200198904958977,,guns should be banned,2,NONE
1547264349194027010,,guns should be banned,2,NONE
1546564078377787396,,guns should be banned,2,NONE
1544736807375589389,,guns should be banned,2,NONE
1544087973834227718,,guns should be banned,2,NONE
1545400772791336965,,guns should be banned,2,NONE
1545222596492500993,,guns should be banned,2,NONE
1544088853522300931,,guns should be banned,2,NONE
1550469406362402817,,guns should be banned,2,NONE
1545750409268133888,,guns should be banned,2,NONE
1549110083937832960,,guns should be banned,2,NONE
1545080435893583874,,guns should be banned,2,NONE
1545022117292523527,,guns should be banned,2,NONE
1544091068567896065,,guns should be banned,2,NONE
1549940038087081984,,guns should be banned,2,NONE
1544755520514404353,,guns should be banned,2,NONE
1547684862114484224,,guns should be banned,2,NONE
1546964819982618627,,guns should be banned,2,NONE
1546574114382663681,,guns should be banned,2,NONE
1545662489311866881,,guns should be banned,2,NONE
1545186956828708864,,guns should be banned,2,NONE
1549355421500166145,,guns should be banned,2,NONE
1544746519450066945,,guns should be banned,2,NONE
1545434884444921859,,guns should be banned,2,NONE
1544104348686454785,,guns should be banned,2,NONE
1545200098908463106,,guns should be banned,2,NONE
1544091027765600261,,guns should be banned,2,NONE
1559001792427466760,,guns should be banned,2,NONE
1549057622602645506,,guns should be banned,2,NONE
1544442065274150914,,guns should be banned,2,NONE
1545397998687080448,,guns should be banned,2,NONE
1545139546077159428,,guns should be banned,2,NONE
1544091618067750915,,guns should be banned,2,NONE
1545540200889065472,,guns should be banned,2,NONE
1545758629290295296,,guns should be banned,2,NONE
1544096364207882243,,guns should be banned,2,NONE
1544788480349421568,,guns should be banned,2,NONE
1552654675119222784,,guns should be banned,2,NONE
1545382032112500737,,guns should be banned,2,NONE
1547061490208804864,,guns should be banned,2,NONE
1545161312883310596,,guns should be banned,2,NONE
1545176367125483530,,guns should be banned,2,NONE
1555584250849570817,,guns should be banned,2,NONE
1544108128622546951,,guns should be banned,2,NONE
1544430874111971331,,guns should be banned,2,NONE
1548884433075179520,,guns should be banned,2,NONE
1545067537574010884,,guns should be banned,2,NONE
1553569037669597184,,guns should be banned,2,NONE
1544801971302830080,,guns should be banned,2,NONE
1544101033936166918,,guns should be banned,2,NONE
1547180736452624386,,guns should be banned,2,NONE
1544091114117947394,,guns should be banned,2,NONE
1544813571409846280,,guns should be banned,2,NONE
1548839281615052800,,guns should be banned,2,NONE
1545022482566062082,,guns should be banned,2,NONE
1545373674181648384,,guns should be banned,2,NONE
1544784759884316673,,guns should be banned,2,NONE
1544089768845271046,,guns should be banned,2,NONE
1544089341181366273,,guns should be banned,2,NONE
1544430734911356930,,guns should be banned,2,NONE
1559216547981393920,,guns should be banned,2,NONE
1548067372774240257,,guns should be banned,2,NONE
1544098034270625792,,guns should be banned,2,NONE
1544784207750250496,,guns should be banned,2,NONE
1544737373094805504,,guns should be banned,2,NONE
1544090376088141824,,guns should be banned,2,NONE
1544755400427323392,,guns should be banned,2,NONE
1545782291712167936,,guns should be banned,2,NONE
1555376714817183744,,guns should be banned,2,NONE
1544090159343288321,,guns should be banned,2,NONE
1545448721462198272,,guns should be banned,2,NONE
1544096354905063424,,guns should be banned,2,NONE
1544440907256442880,,guns should be banned,2,NONE
1547334169096867845,,guns should be banned,2,NONE
1552090046773313543,,guns should be banned,2,NONE
1544809466285244416,,guns should be banned,2,NONE
1545402912586797056,,guns should be banned,2,NONE
1549544149921284096,,guns should be banned,2,NONE
1544455323561660417,,guns should be banned,2,NONE
1545340683099291648,,guns should be banned,2,NONE
1544982687273943040,,guns should be banned,2,NONE
1544096123094290433,,guns should be banned,2,NONE
1545519140995153920,,guns should be banned,2,NONE
1544097580979724291,,guns should be banned,2,NONE
1547176609404403715,,guns should be banned,2,NONE
1544091841976475657,,guns should be banned,2,NONE
1544093190327771136,,guns should be banned,2,NONE
1544772392290959360,,guns should be banned,2,NONE
1544464398109904896,,guns should be banned,2,NONE
1544785351390134275,,guns should be banned,2,NONE
1544470728891842562,,guns should be banned,2,NONE
1547024922718896129,,guns should be banned,2,NONE
1544766854123737089,,guns should be banned,2,NONE
1544097188061630466,,guns should be banned,2,NONE
1544096192518299654,,guns should be banned,2,NONE
1544102648978227200,,guns should be banned,2,NONE
1545512966161780736,,guns should be banned,2,NONE
1544094708049272836,,guns should be banned,2,NONE
1544092499693780992,,guns should be banned,2,NONE
1544450182753951744,,guns should be banned,2,NONE
1545066260798382080,,guns should be banned,2,NONE
1545016826198892545,,guns should be banned,2,NONE
1552200119998713856,,guns should be banned,2,NONE
1544099990838067200,,guns should be banned,2,NONE
1544436707084316672,,guns should be banned,2,NONE
1544466735461433344,,guns should be banned,2,NONE
1544446368902553602,,guns should be banned,2,NONE
1544442897994498054,,guns should be banned,2,NONE
1544090960094797824,,guns should be banned,2,NONE
1552818003972014080,,guns should be banned,2,NONE
1544758343130091521,,guns should be banned,2,NONE
1549758582509412353,,guns should be banned,2,NONE
1544762036843954177,,guns should be banned,2,NONE
1545428204516687873,,guns should be banned,2,NONE
1559021874281033728,,guns should be banned,2,NONE
1545044233806942213,,guns should be banned,2,NONE
1545062695623335936,,guns should be banned,2,NONE
1545040894256087040,,guns should be banned,2,NONE
1557960157505769476,,guns should be banned,2,NONE
1544741342106058752,,guns should be banned,2,NONE
1546583054222852096,,guns should be banned,2,NONE
1544824793853300736,,guns should be banned,2,NONE
1544089417480110081,,guns should be banned,2,NONE
1544099380675760128,,guns should be banned,2,NONE
1544089984197693441,,guns should be banned,2,NONE
1544090871015936001,,guns should be banned,2,NONE
1544748140330450947,,guns should be banned,2,NONE
1545024730109018113,,guns should be banned,2,NONE
1544089978686373889,,guns should be banned,2,NONE
1544089653665579016,,guns should be banned,2,NONE
1544087539748929538,,guns should be banned,2,NONE
1544460586087481347,,guns should be banned,2,NONE
1544101536304963592,,guns should be banned,2,NONE
1545020277775511552,,guns should be banned,2,NONE
1544440597167095814,,guns should be banned,2,NONE
1545553139226406913,,guns should be banned,2,NONE
1545530153622577152,,guns should be banned,2,NONE
1544447349799395330,,guns should be banned,2,NONE
1544102567969525760,,guns should be banned,2,NONE
1544092237973180416,,guns should be banned,2,NONE
1544814108628885505,,guns should be banned,2,NONE
1544087937205379075,,guns should be banned,2,NONE
1544089617300955136,,guns should be banned,2,NONE
1544448495091740672,,guns should be banned,2,NONE
1549111720328790018,,guns should be banned,2,NONE
1549947457748058112,,guns should be banned,2,NONE
1545758079555407874,,guns should be banned,2,NONE
1545431893268500480,,guns should be banned,2,NONE
1544108726151421952,,guns should be banned,2,NONE
1553692871617806338,,guns should be banned,2,NONE
1545474571603742720,,guns should be banned,2,NONE
1544797411221987329,,guns should be banned,2,NONE
1545445120832462848,,guns should be banned,2,NONE
1545125221715378179,,guns should be banned,2,NONE
1548855070279606272,,guns should be banned,2,NONE
1546494323033792513,,guns should be banned,2,NONE
