Id,Text,Query,Label,LabelStr
1384522334208462851,,guns should be regulated,0,AGAINST
1372616197389352961,,guns should be regulated,1,FAVOR
1374735143307460610,,guns should be regulated,1,FAVOR
1374483137959366657,,guns should be regulated,1,FAVOR
1374183075672813572,,guns should be regulated,1,FAVOR
1374462682561089539,,guns should be regulated,1,FAVOR
1374416432440602641,,guns should be regulated,1,FAVOR
1374424694502264835,,guns should be regulated,0,AGAINST
1372274268579500040,,guns should be regulated,2,NEUTRAL
1374398738857291785,,guns should be regulated,1,FAVOR
1374211273395597315,,guns should be regulated,1,FAVOR
1372303451091259394,,guns should be regulated,2,NEUTRAL
1374341459445432320,,guns should be regulated,1,FAVOR
1375210968708440064,,guns should be regulated,1,FAVOR
1374419051795996672,,guns should be regulated,0,AGAINST
1375151013468938240,,guns should be regulated,2,NEUTRAL
1372572880223932416,,guns should be regulated,1,FAVOR
1374744776013180935,,guns should be regulated,0,AGAINST
1383751042228097033,,guns should be regulated,1,FAVOR
1374187116176027653,,guns should be regulated,1,FAVOR
1374556954421526528,,guns should be regulated,2,NEUTRAL
1372668856104321028,,guns should be regulated,1,FAVOR
1375192667815043073,,guns should be regulated,1,FAVOR
1374339190884872193,,guns should be regulated,2,NEUTRAL
1372303679492141061,,guns should be regulated,1,FAVOR
1374530614632800256,,guns should be regulated,2,NEUTRAL
1374446592711815177,,guns should be regulated,1,FAVOR
1374385484776935424,,guns should be regulated,1,FAVOR
1377611678611865602,,guns should be regulated,1,FAVOR
1374174857504641027,,guns should be regulated,1,FAVOR
1383053388422742018,,guns should be regulated,1,FAVOR
1374414583553650695,,guns should be regulated,1,FAVOR
1375793507110109184,,guns should be regulated,0,AGAINST
1375781973252210691,,guns should be regulated,0,AGAINST
1374464061446922250,,guns should be regulated,1,FAVOR
1384219832015462402,,guns should be regulated,2,NEUTRAL
1374437360197242885,,guns should be regulated,1,FAVOR
1374439196740308992,,guns should be regulated,0,AGAINST
1381341470326546432,,guns should be regulated,1,FAVOR
1374238404603473922,,guns should be regulated,1,FAVOR
1374395647038660615,,guns should be regulated,0,AGAINST
1372658673114357765,,guns should be regulated,1,FAVOR
1372295545528725510,,guns should be regulated,1,FAVOR
1380299535411449856,,guns should be regulated,2,NEUTRAL
1374743716250988546,,guns should be regulated,1,FAVOR
1374563284137967616,,guns should be regulated,1,FAVOR
1542843701994586113,,guns should be regulated,2,NEUTRAL
1534736940410486785,,guns should be regulated,1,FAVOR
1532542816785678348,,guns should be regulated,2,NEUTRAL
1536071502189277188,,guns should be regulated,2,NEUTRAL
1530323440200212485,,guns should be regulated,1,FAVOR
1536304273113358336,,guns should be regulated,1,FAVOR
1540185712271806465,,guns should be regulated,0,AGAINST
1544315535067713536,,guns should be regulated,0,AGAINST
1533443520823906305,,guns should be regulated,1,FAVOR
1529599765104705537,,guns should be regulated,1,FAVOR
1540446815006478336,,guns should be regulated,1,FAVOR
1539726137403887619,,guns should be regulated,0,AGAINST
1530327446733692928,,guns should be regulated,1,FAVOR
1530330582617669633,,guns should be regulated,1,FAVOR
1529249318065950720,,guns should be regulated,1,FAVOR
1536397852464775170,,guns should be regulated,1,FAVOR
1529959387749572609,,guns should be regulated,0,AGAINST
1536633153254735872,,guns should be regulated,1,FAVOR
1530321476825456641,,guns should be regulated,1,FAVOR
1540001402864418827,,guns should be regulated,0,AGAINST
1540539874113032193,,guns should be regulated,0,AGAINST
1534575569781854208,,guns should be regulated,2,NEUTRAL
1536496821131935744,,guns should be regulated,1,FAVOR
1541572464253308930,,guns should be regulated,0,AGAINST
1539948134717079554,,guns should be regulated,1,FAVOR
1534681861829513216,,guns should be regulated,2,NEUTRAL
1529966370951143424,,guns should be regulated,1,FAVOR
1532786742054502402,,guns should be regulated,1,FAVOR
1539629536895188994,,guns should be regulated,1,FAVOR
1529249494105088000,,guns should be regulated,1,FAVOR
1534505993312280578,,guns should be regulated,0,AGAINST
1534437151454007302,,guns should be regulated,1,FAVOR
1539948534736248833,,guns should be regulated,1,FAVOR
1539049065383571456,,guns should be regulated,0,AGAINST
1532948681414017024,,guns should be regulated,0,AGAINST
1530667313531191296,,guns should be regulated,1,FAVOR
1535043419608842249,,guns should be regulated,2,NEUTRAL
1536827582699560960,,guns should be regulated,1,FAVOR
1542311730130329600,,guns should be regulated,2,NEUTRAL
1529597738953891841,,guns should be regulated,1,FAVOR
1543802881350017026,,guns should be regulated,1,FAVOR
1541829308078903297,,guns should be regulated,2,NEUTRAL
1530324315819741185,,guns should be regulated,1,FAVOR
1544174912243470338,,guns should be regulated,1,FAVOR
1529603495803990017,,guns should be regulated,1,FAVOR
1534875411234136064,,guns should be regulated,0,AGAINST
1529607879900151809,,guns should be regulated,1,FAVOR
1534731682032631808,,guns should be regulated,0,AGAINST
1544418955783049216,,guns should be regulated,2,NEUTRAL
1530335563177287680,,guns should be regulated,1,FAVOR
1530659445591744513,,guns should be regulated,1,FAVOR
1536058993696727041,,guns should be regulated,1,FAVOR
1532717563221889024,,guns should be regulated,1,FAVOR
1529603365675704321,,guns should be regulated,2,NEUTRAL
1529250073552556033,,guns should be regulated,1,FAVOR
1535349011674193922,,guns should be regulated,1,FAVOR
1541557241668591618,,guns should be regulated,0,AGAINST
1539995436169183234,,guns should be regulated,1,FAVOR
1529971135433129984,,guns should be regulated,2,NEUTRAL
1532472139307180052,,guns should be regulated,1,FAVOR
1536086373760909312,,guns should be regulated,2,NEUTRAL
1529607471979020289,,guns should be regulated,0,AGAINST
1544365303513112576,,guns should be regulated,1,FAVOR
1541206859788570624,,guns should be regulated,1,FAVOR
1536033402041913351,,guns should be regulated,0,AGAINST
1540754541523521538,,guns should be regulated,1,FAVOR
1539661165571088384,,guns should be regulated,1,FAVOR
1532522432501784579,,guns should be regulated,2,NEUTRAL
1533163995904999424,,guns should be regulated,0,AGAINST
1540974523486334978,,guns should be regulated,1,FAVOR
1539997857364729857,,guns should be regulated,1,FAVOR
1540783790271897602,,guns should be regulated,1,FAVOR
1535796059930349568,,guns should be regulated,2,NEUTRAL
1539781477436620806,,guns should be regulated,0,AGAINST
1534576901691428864,,guns should be regulated,2,NEUTRAL
1542228628225900544,,guns should be regulated,2,NEUTRAL
1529243688408211456,,guns should be regulated,1,FAVOR
1534552919474831364,,guns should be regulated,1,FAVOR
1534558248224686080,,guns should be regulated,1,FAVOR
1529602470187606016,,guns should be regulated,2,NEUTRAL
1534933576256471040,,guns should be regulated,0,AGAINST
1544065709587800065,,guns should be regulated,1,FAVOR
1536038608544616449,,guns should be regulated,1,FAVOR
1529243545584156672,,guns should be regulated,1,FAVOR
1540695907703951360,,guns should be regulated,2,NEUTRAL
